,mr_is_curve,mr_is_oneway,mr_has_delimiter,mr_sidewalk_delimiter,mr_left_sidewalk,mr_right_sidewalk,cw_before_intersect,cw_after_intersect,cw_left_intersect,cw_right_intersect,cw_on_mainroad,srl_exists,srr_exists,sr_ends_mr,num_left_lanes,num_right_lanes,mr_rotation,srr_width,srr_dist,srl_width,srl_dist,mr_delimiter_width,cw_on_mainroad_dist,mr_sidewalk_delimiter_width,mr_curve_radius,mode,seq,frame,mr_num_lanes,sideroad,mr_sidewalk
4224,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,46,1,none,right
4225,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,47,1,none,right
4226,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,48,1,none,right
4227,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,49,1,none,right
4228,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,50,1,none,right
4229,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,51,1,none,right
4230,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,52,1,none,right
4231,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,53,1,none,right
4232,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,54,1,none,right
4233,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,55,1,none,right
4234,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,56,1,none,right
4235,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,57,1,none,right
4236,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,58,1,none,right
4237,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,59,1,none,right
4238,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,60,1,none,right
4239,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,61,1,none,right
4240,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,62,1,none,right
4241,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,63,1,none,right
4242,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,64,1,none,right
4243,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,65,1,none,right
4244,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,66,1,none,right
4245,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,67,1,none,right
4246,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,68,1,none,right
4247,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,69,1,none,right
4248,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,70,1,none,right
4249,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,71,1,none,right
4250,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,72,1,none,right
4251,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,73,1,none,right
4252,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,74,1,none,right
4253,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,75,1,none,right
4254,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,76,1,none,right
4255,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,77,1,none,right
4256,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,78,1,none,right
4257,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,79,1,none,right
4258,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,80,1,none,right
4259,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,81,1,none,right
4260,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,82,1,none,right
4261,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,83,1,none,right
4262,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,84,1,none,right
4263,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,2,-99999,train,2011_09_26_drive_0020_sync,85,1,none,right
4264,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-5,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,0,1,none,right
4265,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-5,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,1,1,none,right
4266,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-5,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,2,1,none,right
4267,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-5,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,3,1,none,right
4268,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-5,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,4,1,none,right
4269,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,-2,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,5,1,none,right
4270,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,6,1,none,right
4271,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,7,1,none,right
4272,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,8,1,none,right
4273,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,9,1,none,right
4274,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,10,1,none,right
4275,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,11,1,none,right
4276,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,12,1,none,right
4277,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,13,1,none,right
4278,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,14,1,none,right
4279,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,15,1,none,right
4280,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,16,1,none,right
4281,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,17,1,none,right
4282,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,18,1,none,right
4283,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,19,1,none,right
4284,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,20,1,none,right
4285,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,21,1,none,right
4286,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,22,1,none,right
4287,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,23,1,none,right
4288,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,24,1,none,right
4289,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,25,1,none,right
4290,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,26,1,none,right
4291,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,27,1,none,right
4292,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,28,1,none,right
4293,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,29,1,none,right
4294,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,-99999,-99999,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,30,1,none,right
4295,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,21,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,31,1,right,right
4296,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,20.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,32,1,right,right
4297,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,20,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,33,1,right,right
4298,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,19.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,34,1,right,right
4299,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,19,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,35,1,right,right
4300,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,18.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,36,1,right,right
4301,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,18,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,37,1,right,right
4302,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,17.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,38,1,right,right
4303,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,17,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,39,1,right,right
4304,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,16.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,40,1,right,right
4305,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,16,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,41,1,right,right
4306,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,15.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,42,1,right,right
4307,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,15,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,43,1,right,right
4308,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,14.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,44,1,right,right
4309,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,14,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,45,1,right,right
4310,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,13.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,46,1,right,right
4311,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,13,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,47,1,right,right
4312,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,12.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,48,1,right,right
4313,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,12,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,49,1,right,right
4314,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,11.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,50,1,right,right
4315,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,11,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,51,1,right,right
4316,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,10.5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,52,1,right,right
4317,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,9,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,53,1,right,right
4318,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,8,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,54,1,right,right
4319,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,7,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,55,1,right,right
4320,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,6,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,56,1,right,right
4321,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,5,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,57,1,right,right
4322,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,4,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,58,1,right,right
4323,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,14.8,3,-99999,-99999,-99999,-99999,4.5,-0.5,train,2011_09_26_drive_0023_sync,59,1,right,right
